educ,age,income,pcigs79,ageeduc,smoker,educincome
12,23,20000,57.29999924,276,1,240000
12,51,30000,57.29999924,612,0,360000
8,51,12500,57.29999924,408,1,100000
12,56,20000,57.29999924,672,1,240000
12,27,20000,57.29999924,324,1,240000
12,25,12500,57.29999924,300,0,150000
10,72,8500,57.29999924,720,0,85000
8,51,20000,57.29999924,408,1,160000
16,44,30000,57.29999924,704,0,480000
18,72,12500,57.29999924,1296,0,225000
12,43,30000,57.29999924,516,1,360000
12,33,30000,57.29999924,396,0,360000
8,67,6500,57.29999924,536,0,52000
8,71,2500,57.29999924,568,1,20000
13.5,84,20000,57.29999924,1134,0,270000
12,41,30000,57.29999924,492,1,360000
10,32,20000,57.29999924,320,1,200000
8,51,4500,57.29999924,408,0,36000
18,46,20000,57.29999924,828,0,360000
18,25,12500,57.29999924,450,0,225000
12,18,8500,57.29999924,216,1,102000
12,58,30000,57.29999924,696,0,360000
12,35,30000,57.29999924,420,1,360000
12,30,30000,57.29999924,360,1,360000
12,31,12500,57.29999924,372,1,150000
12,19,12500,59.5,228,0,150000
12,40,30000,59.5,480,0,360000
10,45,12500,59.5,450,1,125000
10,18,30000,59.5,180,0,300000
18,71,12500,63.09999847,1278,0,225000
10,61,20000,63.09999847,610,0,200000
12,33,30000,63.09999847,396,1,360000
18,45,30000,55.29999924,810,0,540000
18,36,30000,55.29999924,648,0,540000
13.5,24,20000,55.29999924,324,1,270000
16,32,12500,55.29999924,512,1,200000
12,58,20000,66.40000153,696,0,240000
12,61,30000,66.40000153,732,1,360000
16,70,30000,66.40000153,1120,0,480000
16,55,30000,66.40000153,880,0,480000
13.5,25,30000,66.40000153,337.5,1,405000
6,67,12500,66.40000153,402,0,75000
12,38,20000,66.40000153,456,0,240000
10,65,30000,66.40000153,650,0,300000
13.5,41,30000,66.40000153,553.5,0,405000
16,29,30000,66.40000153,464,1,480000
16,23,12500,66.40000153,368,0,200000
6,67,4500,66.40000153,402,0,27000
16,32,12500,66.40000153,512,0,200000
12,69,8500,66.40000153,828,1,102000
10,18,6500,66.40000153,180,0,65000
12,50,20000,66.40000153,600,1,240000
12,31,12500,66.40000153,372,1,150000
12,55,20000,66.40000153,660,0,240000
8,39,12500,66.40000153,312,0,100000
12,51,30000,66.40000153,612,0,360000
8,66,20000,66.40000153,528,0,160000
8,73,8500,66.40000153,584,0,68000
13.5,28,8500,66.40000153,378,1,114750
15,20,30000,66.40000153,300,0,450000
13.5,60,20000,66.40000153,810,0,270000
12,19,30000,66.40000153,228,0,360000
18,56,30000,66.40000153,1008,0,540000
13.5,23,12500,66.40000153,310.5,0,168750
10,17,30000,66.40000153,170,1,300000
6,67,12500,66.40000153,402,1,75000
12,53,30000,66.40000153,636,0,360000
2.5,65,6500,66.40000153,162.5,1,16250
12,59,12500,66.40000153,708,0,150000
12,35,20000,66.40000153,420,0,240000
15,28,30000,66.40000153,420,1,450000
12,42,8500,66.40000153,504,0,102000
18,27,30000,66.40000153,486,0,540000
16,53,20000,66.40000153,848,0,320000
12,32,20000,66.40000153,384,1,240000
13.5,33,20000,66.40000153,445.5,0,270000
8,50,8500,66.40000153,400,0,68000
12,32,20000,66.40000153,384,1,240000
18,31,20000,66.40000153,558,0,360000
12,24,20000,66.40000153,288,0,240000
16,25,20000,66.40000153,400,0,320000
12,56,8500,66.40000153,672,0,102000
12,31,20000,66.40000153,372,1,240000
10,49,20000,66.40000153,490,1,200000
10,25,30000,66.40000153,250,1,300000
18,75,30000,66.40000153,1350,0,540000
13.5,28,12500,66.40000153,378,1,168750
12,25,8500,62.59999847,300,1,102000
12,25,20000,62.59999847,300,0,240000
18,39,30000,62.59999847,702,0,540000
0,84,4500,64.40000153,0,0,0
10,75,8500,64.40000153,750,0,85000
8,62,30000,64.40000153,496,0,240000
18,36,30000,64.40000153,648,0,540000
12,41,30000,64.40000153,492,0,360000
10,45,20000,64.40000153,450,1,200000
12,23,20000,64.40000153,276,1,240000
16,42,30000,64.40000153,672,0,480000
12,49,20000,64.40000153,588,1,240000
12,64,12500,64.40000153,768,0,150000
8,19,8500,64.40000153,152,1,68000
12,58,12500,64.40000153,696,1,150000
12,24,20000,64.40000153,288,0,240000
16,32,20000,64.40000153,512,0,320000
8,64,12500,64.40000153,512,1,100000
12,60,4500,64.40000153,720,0,54000
12,75,12500,64.40000153,900,0,150000
12,48,30000,64.40000153,576,1,360000
2.5,29,12500,64.40000153,72.5,0,31250
12,28,30000,64.40000153,336,1,360000
12,53,3500,64.40000153,636,0,42000
12,23,30000,64.40000153,276,1,360000
8,57,20000,64.40000153,456,1,160000
12,51,20000,64.40000153,612,1,240000
10,64,20000,64.40000153,640,0,200000
13.5,36,30000,64.40000153,486,1,405000
12,56,30000,64.40000153,672,1,360000
12,38,3500,64.40000153,456,1,42000
2.5,79,1500,64.40000153,197.5,0,3750
12,44,20000,64.40000153,528,1,240000
10,25,3500,64.40000153,250,1,35000
18,50,30000,64.40000153,900,1,540000
12,24,12500,64.40000153,288,1,150000
10,17,20000,64.40000153,170,0,200000
16,23,20000,64.40000153,368,0,320000
13.5,50,12500,64.40000153,675,0,168750
12,18,30000,64.40000153,216,0,360000
10,31,12500,64.40000153,310,1,125000
18,30,20000,64.40000153,540,0,360000
13.5,68,30000,64.40000153,918,0,405000
12,26,20000,64.40000153,312,0,240000
6,47,12500,64.40000153,282,1,75000
15,62,12500,64.40000153,930,0,187500
12,19,20000,64.40000153,228,0,240000
10,57,12500,64.40000153,570,0,125000
16,63,30000,64.40000153,1008,0,480000
16,30,30000,64.40000153,480,0,480000
12,34,20000,64.40000153,408,1,240000
18,34,30000,64.40000153,612,1,540000
13.5,38,20000,64.40000153,513,1,270000
12,34,20000,64.40000153,408,0,240000
13.5,43,12500,64.40000153,580.5,0,168750
16,58,30000,64.40000153,928,0,480000
13.5,45,30000,64.40000153,607.5,1,405000
13.5,23,12500,64.40000153,310.5,1,168750
16,28,20000,64.40000153,448,1,320000
10,48,20000,64.40000153,480,0,200000
16,28,20000,64.40000153,448,0,320000
12,24,8500,64.40000153,288,1,102000
8,35,12500,64.40000153,280,1,100000
13.5,26,12500,64.40000153,351,1,168750
18,27,30000,64.40000153,486,0,540000
16,50,30000,64.40000153,800,0,480000
10,59,12500,64.40000153,590,0,125000
10,56,20000,64.40000153,560,1,200000
10,59,20000,64.40000153,590,1,200000
8,28,12500,64.40000153,224,1,100000
12,51,20000,64.40000153,612,0,240000
13.5,58,20000,64.40000153,783,1,270000
16,47,30000,64.40000153,752,1,480000
12,20,30000,64.40000153,240,1,360000
12,33,12500,64.40000153,396,0,150000
13.5,56,12500,64.40000153,756,0,168750
15,36,30000,64.40000153,540,0,450000
13.5,38,20000,64.40000153,513,0,270000
16,52,20000,64.40000153,832,1,320000
15,45,20000,64.40000153,675,1,300000
12,22,12500,64.40000153,264,1,150000
12,19,2500,64.40000153,228,0,30000
6,36,6500,64.40000153,216,1,39000
2.5,71,8500,64.40000153,177.5,1,21250
13.5,42,30000,64.40000153,567,1,405000
13.5,54,30000,64.40000153,729,1,405000
10,70,6500,64.40000153,700,0,65000
13.5,61,30000,64.40000153,823.5,0,405000
12,60,30000,64.40000153,720,0,360000
10,17,12500,64.40000153,170,0,125000
18,40,30000,64.40000153,720,0,540000
10,58,20000,64.40000153,580,0,200000
10,26,20000,64.40000153,260,1,200000
13.5,39,20000,64.40000153,526.5,1,270000
12,32,30000,64.40000153,384,0,360000
10,55,20000,64.40000153,550,1,200000
18,42,30000,64.40000153,756,0,540000
12,20,6500,64.40000153,240,0,78000
10,61,30000,64.40000153,610,0,300000
12,41,12500,64.40000153,492,0,150000
10,49,12500,64.40000153,490,0,125000
16,36,20000,64.40000153,576,0,320000
12,58,12500,64.40000153,696,0,150000
6,52,20000,64.40000153,312,0,120000
15,38,20000,64.40000153,570,0,300000
12,28,6500,64.40000153,336,1,78000
12,54,12500,64.40000153,648,1,150000
16,60,4500,64.40000153,960,0,72000
12,35,20000,64.40000153,420,0,240000
12,62,12500,64.40000153,744,0,150000
12,32,20000,64.40000153,384,1,240000
0,37,20000,64.40000153,0,0,0
13.5,29,20000,64.40000153,391.5,0,270000
10,18,20000,64.40000153,180,0,200000
6,52,20000,64.40000153,312,0,120000
8,18,8500,64.40000153,144,1,68000
12,27,30000,64.40000153,324,1,360000
13.5,25,20000,64.40000153,337.5,0,270000
10,53,30000,64.40000153,530,0,300000
8,81,12500,64.40000153,648,0,100000
18,27,20000,64.40000153,486,0,360000
13.5,38,30000,64.40000153,513,0,405000
15,38,30000,64.40000153,570,0,450000
13.5,33,12500,64.40000153,445.5,0,168750
10,64,8500,64.40000153,640,0,85000
10,17,12500,64.40000153,170,1,125000
18,26,8500,64.40000153,468,0,153000
13.5,20,20000,64.40000153,270,0,270000
6,54,20000,64.40000153,324,0,120000
10,18,3500,64.40000153,180,0,35000
12,47,500,64.40000153,564,0,6000
12,30,20000,64.40000153,360,0,240000
6,37,20000,64.40000153,222,1,120000
12,20,30000,64.40000153,240,0,360000
10,27,3500,64.40000153,270,1,35000
16,41,20000,64.40000153,656,0,320000
16,35,1500,64.40000153,560,1,24000
18,39,30000,64.40000153,702,1,540000
16,59,30000,64.40000153,944,1,480000
13.5,35,20000,47.29999924,472.5,1,270000
13.5,22,6500,47.29999924,297,0,87750
12,22,20000,47.29999924,264,0,240000
13.5,53,20000,47.29999924,715.5,1,270000
12,38,30000,47.29999924,456,0,360000
6,38,8500,47.29999924,228,1,51000
12,28,12500,47.29999924,336,1,150000
13.5,66,12500,47.29999924,891,1,168750
13.5,60,20000,47.29999924,810,0,270000
12,25,12500,47.29999924,300,1,150000
6,74,4500,47.29999924,444,0,27000
12,32,30000,47.29999924,384,1,360000
16,50,500,47.29999924,800,0,8000
16,25,12500,47.29999924,400,0,200000
18,55,30000,47.29999924,990,0,540000
13.5,20,500,47.29999924,270,0,6750
12,19,30000,47.29999924,228,1,360000
12,26,12500,47.29999924,312,0,150000
12,27,3500,47.29999924,324,1,42000
18,29,20000,47.29999924,522,0,360000
12,30,12500,47.29999924,360,0,150000
18,32,12500,47.29999924,576,0,225000
12,86,4500,47.29999924,1032,0,54000
13.5,40,30000,47.29999924,540,1,405000
6,69,20000,47.29999924,414,0,120000
10,42,8500,47.29999924,420,1,85000
10,31,12500,47.29999924,310,0,125000
16,70,30000,58.70000076,1120,0,480000
13.5,21,12500,58.70000076,283.5,0,168750
8,59,20000,58.70000076,472,1,160000
6,79,8500,58.70000076,474,0,51000
18,33,30000,58.70000076,594,1,540000
12,21,12500,58.70000076,252,1,150000
12,44,12500,58.70000076,528,0,150000
13.5,53,30000,58.70000076,715.5,1,405000
12,44,12500,58.70000076,528,0,150000
13.5,72,8500,58.70000076,972,0,114750
12,45,20000,58.70000076,540,1,240000
16,51,20000,58.70000076,816,0,320000
8,35,20000,58.70000076,280,1,160000
12,55,20000,58.70000076,660,0,240000
12,24,6500,58.70000076,288,1,78000
18,45,30000,58.70000076,810,0,540000
10,17,12500,58.70000076,170,0,125000
12,21,30000,58.70000076,252,1,360000
16,23,8500,58.70000076,368,0,136000
16,41,20000,58.70000076,656,0,320000
18,66,8500,58.70000076,1188,0,153000
18,43,30000,58.70000076,774,0,540000
12,41,20000,58.70000076,492,1,240000
16,30,20000,58.70000076,480,1,320000
6,83,3500,58.70000076,498,0,21000
16,48,20000,58.70000076,768,0,320000
12,57,30000,58.70000076,684,0,360000
12,26,20000,58.70000076,312,1,240000
12,58,8500,58.70000076,696,1,102000
12,31,12500,58.70000076,372,1,150000
16,41,20000,58.70000076,656,0,320000
13.5,25,20000,58.70000076,337.5,0,270000
12,47,30000,58.70000076,564,0,360000
12,24,8500,58.70000076,288,0,102000
12,30,20000,58.70000076,360,0,240000
12,30,8500,58.70000076,360,1,102000
13.5,19,2500,58.70000076,256.5,0,33750
8,64,30000,58.70000076,512,0,240000
12,36,20000,58.70000076,432,0,240000
12,56,30000,58.70000076,672,1,360000
10,45,30000,58.70000076,450,1,300000
10,43,30000,58.70000076,430,1,300000
12,25,20000,58.70000076,300,1,240000
13.5,23,12500,58.70000076,310.5,0,168750
13.5,32,30000,58.70000076,432,0,405000
12,18,20000,58.70000076,216,0,240000
10,75,8500,58.70000076,750,0,85000
6,59,20000,58.70000076,354,1,120000
12,35,30000,58.70000076,420,1,360000
8,58,12500,58.70000076,464,1,100000
12,70,2500,58.70000076,840,0,30000
12,63,12500,58.70000076,756,0,150000
15,22,12500,58.70000076,330,0,187500
12,49,20000,58.70000076,588,1,240000
10,21,12500,58.70000076,210,1,125000
10,17,3500,58.70000076,170,1,35000
10,66,12500,58.70000076,660,0,125000
12,50,30000,58.70000076,600,0,360000
10,61,20000,58.70000076,610,0,200000
12,19,20000,58.70000076,228,1,240000
16,26,1500,58.70000076,416,0,24000
16,51,30000,58.70000076,816,0,480000
10,50,20000,58.70000076,500,0,200000
12,30,20000,62.90000153,360,1,240000
12,42,20000,62.90000153,504,1,240000
13.5,26,4500,62.90000153,351,1,60750
12,36,12500,62.90000153,432,0,150000
2.5,62,12500,62.90000153,155,1,31250
12,57,30000,62.90000153,684,0,360000
12,19,30000,62.90000153,228,0,360000
12,55,20000,62.90000153,660,0,240000
8,54,30000,54,432,0,240000
16,35,30000,54,560,0,480000
10,61,30000,54,610,1,300000
12,43,30000,54,516,1,360000
18,37,20000,54,666,0,360000
13.5,72,8500,54,972,0,114750
12,60,20000,54,720,0,240000
15,22,2500,54,330,0,37500
12,66,8500,54,792,0,102000
12,63,12500,54,756,1,150000
13.5,21,20000,54,283.5,0,270000
12,18,500,54,216,0,6000
12,19,12500,61.29999924,228,0,150000
8,71,12500,61.29999924,568,0,100000
12,35,30000,61.29999924,420,1,360000
12,23,12500,61.29999924,276,1,150000
12,26,12500,61.29999924,312,0,150000
8,84,6500,61.29999924,672,0,52000
12,22,12500,61.29999924,264,1,150000
16,27,30000,61.29999924,432,0,480000
10,68,6500,61.29999924,680,0,65000
12,46,30000,61.29999924,552,1,360000
10,55,30000,61.29999924,550,0,300000
8,80,8500,61.29999924,640,0,68000
18,60,5500,61.29999924,1080,1,99000
16,27,12500,61.29999924,432,0,200000
8,53,30000,61.29999924,424,0,240000
12,36,12500,61.29999924,432,1,150000
12,25,30000,61.29999924,300,0,360000
13.5,26,20000,61.29999924,351,0,270000
8,57,20000,61.29999924,456,1,160000
13.5,70,8500,61.29999924,945,0,114750
12,18,30000,61.29999924,216,0,360000
6,68,12500,61.29999924,408,0,75000
12,61,8500,61.29999924,732,1,102000
16,53,30000,61.29999924,848,1,480000
12,53,30000,61.29999924,636,1,360000
18,45,30000,61.29999924,810,1,540000
8,35,8500,61.29999924,280,0,68000
12,25,20000,61.29999924,300,0,240000
12,67,30000,61.29999924,804,0,360000
16,27,20000,61.29999924,432,1,320000
18,35,30000,61.29999924,630,0,540000
12,57,30000,61.29999924,684,0,360000
12,37,20000,61.29999924,444,1,240000
13.5,35,20000,61.29999924,472.5,0,270000
12,41,20000,61.29999924,492,1,240000
8,46,12500,61.29999924,368,1,100000
18,35,20000,61.29999924,630,0,360000
18,40,30000,61.29999924,720,0,540000
13.5,31,20000,61.29999924,418.5,1,270000
18,32,5500,61.29999924,576,1,99000
8,80,12500,61.29999924,640,0,100000
13.5,19,30000,61.29999924,256.5,0,405000
12,30,3500,61.29999924,360,1,42000
13.5,19,3500,61.29999924,256.5,0,47250
12,56,30000,61.29999924,672,0,360000
10,17,3500,61.29999924,170,0,35000
6,77,8500,61.29999924,462,0,51000
12,29,20000,61.29999924,348,1,240000
12,60,12500,61.29999924,720,1,150000
13.5,38,30000,61.29999924,513,1,405000
8,65,12500,61.29999924,520,1,100000
12,60,20000,61.29999924,720,1,240000
10,58,30000,61.29999924,580,1,300000
8,67,8500,61.29999924,536,0,68000
8,69,8500,61.29999924,552,0,68000
13.5,23,30000,61.29999924,310.5,0,405000
10,59,30000,61.29999924,590,1,300000
12,57,12500,61.29999924,684,0,150000
18,34,8500,61.29999924,612,1,153000
16,57,30000,61.29999924,912,0,480000
10,27,8500,61.29999924,270,1,85000
13.5,54,20000,61.29999924,729,0,270000
12,20,12500,61.29999924,240,0,150000
10,42,12500,61.29999924,420,0,125000
15,54,30000,61.29999924,810,0,450000
12,45,30000,61.29999924,540,1,360000
8,66,8500,61.29999924,528,0,68000
8,44,20000,61.29999924,352,0,160000
12,29,12500,60,348,0,150000
10,70,12500,60,700,0,125000
12,38,20000,60,456,1,240000
12,23,12500,60,276,0,150000
13.5,21,30000,52.29999924,283.5,1,405000
10,58,6500,52.29999924,580,0,65000
6,32,2500,52.29999924,192,0,15000
10,20,12500,52.29999924,200,1,125000
16,30,20000,52.29999924,480,1,320000
18,42,30000,52.29999924,756,0,540000
12,35,6500,52.29999924,420,1,78000
12,54,12500,52.29999924,648,0,150000
0,85,6500,52.29999924,0,0,0
15,24,12500,52.29999924,360,0,187500
18,29,20000,60.29999924,522,0,360000
16,55,30000,60.29999924,880,0,480000
16,35,30000,60.29999924,560,0,480000
13.5,24,8500,60.29999924,324,0,114750
16,59,20000,60.29999924,944,1,320000
13.5,22,30000,60.29999924,297,1,405000
8,70,2500,60.29999924,560,1,20000
12,31,20000,60.29999924,372,0,240000
2.5,55,12500,60.29999924,137.5,0,31250
15,20,500,60.29999924,300,0,7500
8,71,1500,60.29999924,568,0,12000
12,18,30000,60.29999924,216,1,360000
18,35,12500,60.29999924,630,1,225000
12,66,12500,60.29999924,792,1,150000
12,27,20000,60.29999924,324,1,240000
12,23,30000,60.29999924,276,1,360000
12,30,20000,63.70000076,360,0,240000
12,18,20000,63.70000076,216,1,240000
12,19,4500,63.70000076,228,1,54000
10,19,20000,63.70000076,190,0,200000
16,42,30000,63.70000076,672,0,480000
13.5,29,30000,63.70000076,391.5,0,405000
10,60,12500,63.70000076,600,0,125000
10,52,20000,63.70000076,520,0,200000
15,26,20000,63.70000076,390,1,300000
6,49,5500,63.70000076,294,1,33000
8,31,8500,63.70000076,248,0,68000
6,75,8500,63.70000076,450,0,51000
10,49,30000,63.70000076,490,0,300000
10,71,6500,63.70000076,710,0,65000
12,78,12500,63.70000076,936,0,150000
12,36,20000,63.70000076,432,1,240000
13.5,32,12500,63.70000076,432,1,168750
10,64,20000,63.70000076,640,1,200000
12,21,20000,63.70000076,252,1,240000
10,35,12500,63.70000076,350,0,125000
12,82,12500,63.70000076,984,0,150000
8,71,8500,63.70000076,568,0,68000
12,67,4500,63.70000076,804,0,54000
13.5,61,20000,63.70000076,823.5,0,270000
12,30,20000,63.70000076,360,0,240000
12,29,20000,63.70000076,348,1,240000
2.5,49,30000,63.70000076,122.5,0,75000
10,39,20000,63.70000076,390,0,200000
12,28,20000,63.70000076,336,1,240000
12,41,20000,63.70000076,492,0,240000
8,70,6500,63.70000076,560,0,52000
12,18,30000,63.70000076,216,0,360000
16,47,30000,63.70000076,752,0,480000
10,17,30000,63.70000076,170,0,300000
8,37,20000,63.70000076,296,0,160000
18,31,30000,63.70000076,558,1,540000
10,72,5500,63.70000076,720,0,55000
12,31,20000,63.70000076,372,0,240000
10,22,5500,63.70000076,220,1,55000
13.5,32,12500,63.70000076,432,0,168750
10,19,12500,63.70000076,190,0,125000
12,31,30000,63.70000076,372,0,360000
12,18,30000,63.70000076,216,1,360000
2.5,58,6500,63.70000076,145,0,16250
13.5,28,20000,63.70000076,378,0,270000
8,68,5500,63.70000076,544,1,44000
8,44,20000,63.70000076,352,1,160000
10,19,3500,63.70000076,190,1,35000
15,27,20000,63.70000076,405,1,300000
12,19,20000,63.70000076,228,0,240000
10,65,20000,63.70000076,650,0,200000
2.5,75,12500,63.70000076,187.5,0,31250
18,45,30000,63.70000076,810,0,540000
12,21,20000,63.70000076,252,1,240000
12,19,20000,63.70000076,228,1,240000
12,31,12500,63.70000076,372,0,150000
16,25,30000,63.70000076,400,0,480000
12,45,30000,63.70000076,540,0,360000
12,20,30000,63.70000076,240,1,360000
16,40,30000,63.70000076,640,1,480000
12,20,20000,63.70000076,240,0,240000
10,25,20000,63.70000076,250,1,200000
12,80,20000,63.70000076,960,0,240000
18,32,30000,63.70000076,576,0,540000
16,39,30000,57.20000076,624,0,480000
12,19,30000,57.20000076,228,0,360000
12,38,12500,57.20000076,456,1,150000
12,57,30000,57.20000076,684,0,360000
8,88,12500,57.20000076,704,0,100000
18,57,30000,57.20000076,1026,0,540000
12,19,8500,57.20000076,228,1,102000
12,18,30000,57.20000076,216,0,360000
12,43,30000,57.20000076,516,0,360000
18,55,30000,48.5,990,0,540000
6,28,5500,48.5,168,0,33000
12,32,30000,48.5,384,1,360000
10,31,12500,48.5,310,1,125000
10,17,12500,48.5,170,1,125000
8,57,6500,48.5,456,0,52000
12,23,20000,48.5,276,0,240000
16,54,30000,48.5,864,0,480000
10,43,12500,48.5,430,0,125000
10,17,30000,48.5,170,1,300000
10,17,8500,48.5,170,0,85000
10,29,20000,48.5,290,1,200000
12,74,20000,48.5,888,0,240000
12,18,20000,48.5,216,1,240000
12,57,30000,48.5,684,0,360000
12,58,30000,48.5,696,0,360000
13.5,33,20000,48.5,445.5,0,270000
10,20,4500,48.5,200,0,45000
12,62,20000,48.5,744,0,240000
12,60,20000,48.5,720,0,240000
13.5,26,30000,48.5,351,0,405000
13.5,26,30000,48.5,351,0,405000
10,19,12500,48.5,190,0,125000
12,21,8500,48.5,252,0,102000
16,56,20000,48.5,896,1,320000
16,46,30000,48.5,736,1,480000
12,46,30000,48.5,552,1,360000
12,59,30000,48.5,708,1,360000
13.5,31,30000,63.79999924,418.5,1,405000
8,52,30000,63.79999924,416,1,240000
12,35,30000,63.79999924,420,0,360000
12,46,20000,63.79999924,552,1,240000
12,37,30000,63.79999924,444,1,360000
12,17,30000,63.79999924,204,0,360000
12,31,30000,63.79999924,372,1,360000
12,33,30000,63.79999924,396,0,360000
18,57,20000,63.79999924,1026,0,360000
10,68,12500,63.79999924,680,0,125000
18,28,20000,63.79999924,504,1,360000
10,19,30000,63.79999924,190,0,300000
18,52,20000,63.79999924,936,0,360000
16,30,30000,63.79999924,480,0,480000
13.5,41,30000,63.79999924,553.5,0,405000
12,19,12500,63.79999924,228,0,150000
15,43,30000,63.79999924,645,0,450000
13.5,65,20000,63.79999924,877.5,1,270000
12,28,6500,63.79999924,336,0,78000
12,60,20000,63.79999924,720,0,240000
12,56,30000,63.79999924,672,0,360000
12,50,12500,63.79999924,600,1,150000
12,58,20000,63.79999924,696,0,240000
18,64,30000,63.79999924,1152,0,540000
13.5,62,20000,63.79999924,837,0,270000
12,23,20000,63.79999924,276,1,240000
12,41,30000,63.79999924,492,1,360000
12,63,30000,63.79999924,756,1,360000
12,40,20000,63.79999924,480,0,240000
10,61,30000,63.79999924,610,0,300000
12,54,30000,63.79999924,648,0,360000
18,33,30000,63.79999924,594,0,540000
12,50,30000,64.30000305,600,1,360000
6,68,5500,64.30000305,408,0,33000
2.5,74,6500,64.30000305,185,0,16250
12,23,20000,64.30000305,276,0,240000
10,19,20000,61.20000076,190,1,200000
8,42,20000,61.20000076,336,1,160000
12,58,20000,61.20000076,696,1,240000
13.5,25,20000,61.20000076,337.5,0,270000
10,24,12500,61.20000076,240,0,125000
10,27,4500,61.20000076,270,0,45000
13.5,43,20000,61.20000076,580.5,1,270000
10,38,20000,61.20000076,380,1,200000
16,23,12500,61.20000076,368,0,200000
10,29,6500,61.20000076,290,1,65000
12,22,8500,61.20000076,264,1,102000
16,54,30000,61.20000076,864,0,480000
12,42,30000,61.20000076,504,0,360000
12,21,30000,61.20000076,252,0,360000
18,37,20000,61.20000076,666,0,360000
12,34,5500,61.20000076,408,1,66000
10,63,12500,61.20000076,630,0,125000
13.5,27,20000,61.20000076,364.5,0,270000
